Taxa	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23
1943	-54.912437	-28.510324	2.5543442	-4.854379	0.20580088	-24.830711	-9.584941	-4.526849	1.3420085	0.5789075	-0.5359089	-1.1477871	-3.6282916	1.0608184	-0.6710509	-2.7595794	-3.2448602	-1.5410662	0.07060227	-0.30295923	-1.0290428	0.937854	0.007473432
2372	-9.777616	14.276588	-0.624952	1.1546971	3.2154095	1.2875124	-4.334281	-0.08385756	-1.6286916	-4.1719084	1.2333403	4.063659	-1.5584618	4.1601653	-1.5833733	0.16505454	-0.69518715	-2.0527937	2.3309033	-1.1854128	2.4528766	-2.1064465	1.4779521
2458	10.293733	-2.2075236	6.216369	6.0666013	-0.78575486	2.928011	-9.931126	-5.1998987	-5.5313735	6.2657394	9.222628	-2.1239178	2.3377752	-0.3267856	-1.7425098	5.4906306	0.46340445	-2.148553	0.9978189	-1.0019107	0.91421115	0.046782665	-6.987082
2617	9.927832	-1.4239969	-5.847783	2.817433	1.0575854	2.7185428	-7.0683193	-0.7121892	3.1599095	-0.44711608	-3.4618864	-4.47767	1.1322885	3.6044896	2.1097083	5.2803674	-5.8636656	3.5384164	2.1155126	2.6003883	-2.280702	1.3429514	-7.675954
1975	-44.189857	-15.116419	1.7351075	-0.93627524	-2.234314	11.638741	2.5145137	15.372872	-7.367964	2.2748015	-1.690197	-1.4582942	2.9755533	0.0847776	-1.1579745	1.5514898	0.10519016	-0.42837018	-2.2002816	2.5470178	-0.31044927	1.2504792	1.415279
1983	-10.767293	8.325755	-10.629075	32.49627	2.4851587	-5.9856095	11.276178	4.8576345	2.3634381	-2.4621935	9.000931	9.125845	-8.932003	-20.205374	5.367108	-3.8668144	-8.945077	-1.1792005	-1.0485401	5.688366	3.3414288	-5.3962655	7.429783
2005	14.040018	-4.236843	-11.680686	-5.6632695	7.478261	1.0551509	-2.6276445	2.4390345	6.7107873	-6.395162	1.9438804	-8.970643	-0.9155333	-6.6386805	16.250114	-6.7401204	3.852785	-5.0848875	-12.562539	5.599713	8.079191	2.7504609	-3.5878563
2037	-29.041862	38.722607	7.8624916	-9.023391	8.626411	-0.4079757	-3.3282597	-2.1299343	-0.84607124	1.9056017	-1.5993347	-1.5133332	0.25952637	0.7278175	0.62079865	-0.35129347	-0.25125033	-2.172276	1.886955	0.83003473	3.227149	0.8219097	2.015686
2088	17.488047	-6.5819364	-14.787953	-12.47595	13.15169	-3.0479176	8.50837	-0.09301223	-2.1894672	3.6737232	0.0015046875	2.9651241	2.190092	2.504245	-5.8644543	-0.08450825	0.69487536	-1.0197421	9.9591465	-0.065061934	-9.125962	-2.5533023	5.0850754
2208	12.232655	0.05483835	-3.4113665	1.4955664	-4.0819254	2.3127685	-5.3576026	-2.1626503	4.07736	-0.07444563	-5.0423965	1.28422	3.8353393	-2.8263202	-7.0368757	1.2566485	0.54533494	-4.3773403	0.8458735	2.9144368	0.55155665	-1.6307845	-2.4243448
2294	14.381338	-2.7620912	-5.9507365	-1.9720471	1.9951118	2.57146	-3.64053	0.30890372	3.4764476	-1.3793544	-0.71518797	0.33671856	-0.6503799	0.23012984	7.2820616	2.130206	-7.1374993	1.0350667	-2.7297719	1.0230806	-1.7407346	1.7732623	-0.8714541
2329	1.3013948	2.927072	-9.404548	14.240161	3.1399934	-2.5572672	4.6342864	2.5211098	0.77209365	-3.2651255	4.575386	-0.22759089	-3.5026996	-7.485454	12.222364	-0.77705854	-6.183579	-3.1930187	-5.087752	5.51628	4.061545	-0.35634553	4.6429267
1945	-55.638905	-29.042612	1.9855036	-4.960393	-0.010136974	-26.308355	-10.32068	-4.6521635	1.6689678	0.5724128	0.0038872063	-1.3191069	-4.140697	1.0243473	-0.93917245	-2.2489376	-2.800315	-1.3669236	0.8946902	-0.15464604	-0.06679639	0.93911004	-0.511253
2378	-53.70444	-22.427353	1.7125218	-5.137436	-3.7517319	29.248087	19.695652	-30.167568	11.753168	-2.3110988	1.6938113	1.6671507	-6.2060194	0.72122365	-0.30263838	-0.2656351	-1.1442603	-0.6561299	0.34454894	-0.3903615	0.26351514	0.18431787	-0.40749404
2478	-34.801502	47.701405	10.67929	-12.941122	9.742234	-1.6376908	-1.7638899	-1.9531173	1.3029971	3.9023166	-1.8727441	-3.5435169	0.056238804	0.72139364	0.17020772	-2.7642038	-2.1102903	-2.8333817	2.1465313	1.2413425	3.6160002	-3.5720553	2.7466857
2633a	18.069468	-2.080843	3.9026098	2.4513192	-3.7192652	4.9257746	-9.310438	-4.723241	-4.952706	8.499685	4.8801026	-0.22876221	1.4847814	-2.8588028	6.67665	-0.44459188	-2.8619583	-6.955944	-11.519641	-8.37909	-3.898225	2.7252269	8.150756
1976	0.7244555	2.0754695	-6.915922	9.956046	-2.5478756	4.4180694	-11.866084	1.1191467	1.9170023	-11.808425	0.6087565	9.760966	-2.7405002	12.324908	-15.498141	-8.724468	0.07327979	5.621378	-7.6074424	6.795986	7.69157	-1.1977041	-2.560963
1984	-12.387076	10.438053	-11.525321	36.77476	2.6375847	-6.5030513	13.593067	5.283142	2.0556238	-0.9382071	9.164182	9.674632	-9.088534	-21.866549	3.626994	-4.6164303	-9.631041	-2.6610253	-0.923468	5.367932	2.351768	-5.692352	6.9023213
2009	14.49071	-2.2291148	-4.4271603	-1.7286782	-7.045909	-0.19638018	-4.9286227	-4.0789003	5.210177	7.507076	-17.545416	4.2147584	5.307025	-11.3223	-12.825208	1.8942912	4.5833473	-2.3221364	5.8301015	6.464288	7.5396943	-5.544253	-1.0372148
2064	-7.4677653	7.841017	-5.8855658	12.22072	1.0205648	3.328572	-4.2001696	1.6711396	-1.6688006	-8.765933	3.088255	6.416629	-0.46165842	-1.4247863	-4.976589	1.265058	3.232536	-1.335789	3.130864	-3.5773304	-3.9937594	1.4108834	-2.3446941
2095a	17.452044	-6.6463637	-14.923454	-12.491517	12.950817	-3.1478946	8.428886	0.18045518	-1.9443909	3.7319193	0.20655985	2.9851136	2.0141666	2.4403822	-5.5409536	-0.4425467	0.7724344	-0.6610529	10.226482	-0.081683725	-8.8008585	-2.5221558	5.1519685
2212	12.869261	0.29759133	-3.0220003	1.5881377	-1.9913951	3.3967767	-5.8768435	-1.7759017	4.290004	0.63153607	-5.0971556	1.6950897	3.4000442	-2.9167588	-5.029064	-1.4522908	0.31556877	-3.2477648	2.6996875	3.3821847	-2.7141328	0.8649628	-0.102435365
2299	18.758776	-0.40523124	-0.2937507	0.32835665	-0.27437612	4.123844	-3.2071033	-1.4034039	-1.4985808	-2.6186535	-1.5459617	-2.0076888	0.6598054	1.1267425	4.040257	-0.6938002	-6.185407	-2.9532077	-2.2635694	2.4398086	-4.3727517	4.26056	0.095675275
2342	-12.499043	24.342451	5.3785563	-3.3035371	8.148148	1.4874811	-7.409051	-6.39173	-3.8577216	5.5863895	4.5029364	-3.3696768	3.9668257	2.0677142	-1.6240414	-0.3756839	1.0662004	-4.3845186	2.832502	1.2714809	1.7278374	0.037450053	-1.0294557
1951	-54.05781	-27.66992	2.0347009	-4.176186	0.28405616	-23.75322	-9.190489	-3.5775142	1.9792928	0.25265667	-0.0036893564	-0.29991382	-3.7816656	1.1555493	-0.15433057	-1.8113989	-2.5195818	-0.7655657	0.8551495	-0.19294536	0.13125984	0.46197537	-0.13223134
2383	-34.811317	45.219376	10.418714	-12.826579	10.283177	-2.0220382	-2.0659413	-1.8174818	1.1214882	4.187506	-2.0400405	-3.3223479	-0.16106988	0.98534036	0.49879974	-1.7931865	-1.2584723	-2.6003125	2.3080468	1.2014956	5.0342345	-4.090003	2.9487953
2486	-32.365562	46.37991	10.199933	-12.0569515	9.383871	-1.2649461	-1.9397628	-2.469354	0.0013127847	4.0742836	-1.6097758	-3.2900145	0.48859823	0.5317424	0.27477765	-3.589492	-1.9670641	-2.8907607	1.5199711	1.5159779	2.8831308	-3.5378282	1.6381676
2633b	6.3746357	-0.2508747	-4.00735	4.0728984	-2.0994532	3.7324905	-9.765214	-3.3158867	-2.4400878	-0.06443548	0.2383774	3.0453463	1.7828238	2.1177645	4.2376404	1.92509	0.7251447	-10.594676	-11.241961	-15.185586	-5.580236	3.9313858	5.907782
1978	11.718861	-2.2807455	-3.8628845	0.85842544	-10.294994	1.9064034	-8.996761	-4.462214	0.28848663	3.8608723	-11.155695	4.9674535	2.2728286	-1.6219339	8.449037	0.4580158	4.8639035	-11.323932	-13.820931	-17.396788	-1.811579	0.8491405	22.62442
1985	-6.290622	7.798844	-10.83932	25.015867	1.4808033	-4.356915	11.091663	4.10447	0.5873169	-1.160201	7.175233	8.092505	-7.2701154	-14.573441	4.8583016	-1.7440414	-9.149962	-2.3565571	-1.6184545	3.4523668	2.1993177	-2.554159	6.1290836
2017	6.833863	2.9643493	0.13209355	-2.033995	-7.6917806	-1.936201	2.4688244	-0.9874104	-3.3773053	-7.5851564	-4.629648	-4.1386995	0.20720147	-0.16800235	-1.5732536	4.3132677	0.37760493	-0.047053546	-0.6350777	-5.501586	5.5084863	-0.20709695	-5.0162334
2065	-1.7650931	3.9642413	-6.4036875	11.482841	0.34921393	4.2206054	-8.631393	1.2710963	-1.5548351	-14.515904	4.7781267	8.554656	-1.14798	14.274581	-7.505455	-8.962885	0.45049122	3.7599244	-1.0744318	0.29282913	1.8670566	-3.4654944	0.8723775
2095b	18.464685	-7.228721	-14.00815	-14.808636	17.670063	-4.1039333	13.843207	1.9510964	-6.559285	8.904759	-0.30932018	11.56539	-4.1103606	6.0775757	1.6344932	-9.4174795	7.0643196	2.4632168	7.7246423	2.4545805	-4.787322	0.85138124	-2.1070564
2223	14.29907	-1.7712544	-0.66105247	1.1190782	-4.6905303	3.199554	-10.476251	-5.2698054	0.69321	7.8356633	-3.0047698	-0.67675513	5.190804	-6.376993	-6.6207623	2.5935962	1.6975801	-6.7104235	-2.4029536	-2.2942297	-1.0765547	-2.5189	-2.5339735
2301	9.512901	3.758297	-5.0337243	6.630319	-2.2742958	5.8825517	-10.762525	-3.4693131	-1.4853497	-2.0998967	-0.28724957	4.9499974	3.3766184	5.2982545	-3.6841903	-0.1407565	-2.943587	-5.8109665	-0.91655546	-4.98121	-9.431376	2.8801694	-0.56281596
2343	-8.764813	8.26463	-16.674183	42.380997	0.64394104	-9.554353	16.747622	-3.592683	4.3953958	18.319555	-8.712277	-18.16816	7.8280315	14.637906	0.1827276	1.3252333	3.0335174	1.5069746	-1.4876862	-0.6533871	0.55839604	0.70503086	-0.6655517
1956	-54.92171	-28.301678	2.6944208	-4.6824965	-0.603848	-24.048122	-9.528605	-4.251732	0.73222643	0.17243597	-0.24672958	-0.5025814	-3.7956827	0.73487955	-0.9410595	-2.1889524	-2.9872863	-1.6571995	0.08714295	0.011176325	-1.1664864	0.54562193	0.029340995
2408	10.060896	1.709635	3.971921	-2.8038332	-14.882991	-4.8144674	6.1395154	-1.8224583	-5.7883286	-9.050715	-3.801779	-5.356816	-2.7010155	-2.2953699	2.7500863	1.4198757	3.482371	1.4627607	0.6092672	-2.2117167	0.7685538	-0.36543292	-6.479914
2551	20.90449	-5.30254	-13.541951	-12.615729	13.101294	-1.8013893	9.895692	0.6739031	-3.2284057	6.486956	-1.8576512	5.183362	-1.0647813	3.1811075	-2.2052088	-7.9213347	3.05469	0.8859708	6.6425033	0.5012193	-8.910496	0.9582956	0.36148813
2646	13.59257	-4.190251	-8.8374605	-6.5543957	9.496386	-0.9458358	3.8098445	0.42425302	-2.7469606	-0.44198263	4.0291495	-0.9351846	-0.9244512	0.21875468	0.23533177	0.47082165	1.2320396	-1.412145	5.6428757	1.5412364	-0.81354845	-0.10914503	3.6137717
1979a	3.8831384	10.701046	-3.6495914	5.299838	-1.9890203	-1.1111125	2.7981606	1.0861602	-2.745307	0.54475087	-0.33298254	4.467104	-3.1523552	-10.53093	7.399752	-2.250616	-13.235937	-1.2653676	-10.207744	12.632181	-3.7488902	-2.7611198	-5.536307
1990	1.8884628	5.4840627	-6.802312	12.602067	-0.5883269	5.345632	-11.032197	0.801481	-1.5281519	-16.90588	3.0388315	10.640818	-1.8161887	17.326477	-14.479163	-15.958758	-2.1150181	5.4600897	-8.425459	2.7581308	1.5960327	-1.4855795	1.2485757
2022	17.31635	-5.8103933	-6.107967	-9.2367115	4.641385	-2.936826	6.298548	-0.96391654	-4.2006693	5.459162	-2.4911811	7.0468836	-1.0930245	-1.1145072	9.277797	-9.45983	11.895754	-7.970895	-6.565757	6.7237644	6.080383	2.5683937	-8.09633
2076	4.5973406	15.544292	7.499303	-9.426304	-14.936599	-4.3084526	9.929015	-0.19175969	-5.697106	-2.878086	-3.288941	-1.9105262	-2.4508436	-1.0464981	-2.877923	-5.5030746	-0.0031848273	-0.08588006	-7.717619	-6.2956877	-1.9397495	-1.0628934	-5.531158
2114	13.9182	0.76637447	-4.4868736	2.9884388	-4.417081	4.7025847	-10.462686	-3.5322697	1.3338047	3.079317	-5.0036044	3.2279742	4.1625605	-3.6557178	-7.7961392	0.778535	-0.6406274	-6.9392376	-2.6167834	-2.5397744	-3.4704685	1.0532657	-2.3992844
2224	12.759681	-2.4765317	-5.1195483	-2.949159	0.7743619	2.5294123	-5.3159213	-0.20729685	2.517799	0.91808444	0.1902382	-0.28474483	-0.0065759565	-0.5374965	-0.21060868	0.59873134	-2.6554847	0.43852344	-0.35408533	-4.5625052	-3.8702934	-0.13920407	0.10364745
2309	13.366511	-4.868884	-13.626651	-5.825844	13.107144	3.4978187	-3.083974	4.873845	14.935413	-13.111968	1.3909177	-21.87744	-0.56778973	-8.22096	-4.91183	-3.520017	1.0453262	4.090776	-1.8920146	-1.3826178	-2.2410002	1.5004305	1.6000462
2350	-3.067347	14.751902	-3.4893167	8.752687	0.45091134	5.0197096	-8.542079	0.37973124	-2.230235	-13.76122	2.996099	8.230774	-1.5201942	14.105957	-12.47112	-14.374618	-2.2981112	4.3331156	-6.5993385	3.004448	0.14920303	-2.1951306	0.10594067
1958	-55.483746	-28.907446	2.7982488	-4.4527025	-0.1500832	-26.054646	-9.882468	-4.480477	1.8340143	0.5523228	0.36253047	-1.1863954	-4.090787	0.7227081	-0.9406017	-2.4816427	-2.6315906	-1.4669569	0.8181875	0.06365388	0.16373323	1.0566198	0.23441185
2428	-3.0382867	9.296951	-3.8941283	7.963345	-0.5271977	5.39187	-7.8527403	-2.0280414	-2.4376416	-7.996401	-0.4017708	3.5324364	1.9261955	4.538673	1.1956128	4.501512	0.3895223	0.3451344	4.3542233	-0.7307938	0.23081295	8.79821	-0.4173039
2560	17.754606	-7.565662	-13.46121	-14.030341	16.65938	-4.05244	12.844425	1.6953897	-5.3785787	9.004362	-2.265556	11.040959	-3.355263	5.507178	0.6743278	-8.174361	6.362576	2.576708	8.881465	2.865395	-5.510882	0.26268744	-0.9154498
2653	0.095282145	2.3061495	-5.7515945	7.6810846	0.3102121	2.7400377	-7.5110474	-0.20385788	-3.3739917	-7.4584594	0.20368534	4.0415974	-0.16951382	8.343766	2.1780987	2.803293	1.8680849	-0.8029393	3.8442922	-1.7413281	0.43029785	-2.2218506	-0.8223639
1979b	3.1182213	10.578545	-1.9323639	2.895652	-4.477602	-1.0453612	2.1870139	0.9749145	-2.061282	0.5947801	-1.5168837	3.4506192	-3.439342	-10.292033	6.409896	-3.16796	-9.979729	-0.022940999	-8.31952	10.063366	-3.7091818	-3.2872927	-6.5026193
1991	-16.785408	9.580007	-8.913719	23.852568	3.0143597	-2.3043754	3.636931	3.5855892	-1.8089178	-6.3866735	7.799524	10.379376	-4.3679676	-16.313894	-1.9204574	5.3807244	3.3285022	-3.8039155	11.0387335	-13.425382	-6.1129146	6.2407	-7.74782
2024	-16.576862	8.761769	-6.246693	14.795507	1.9708898	-1.1016163	1.1718248	3.2962995	-0.40138048	-6.85445	4.4147315	8.502487	-1.8855146	-8.800347	-0.5013939	4.0782456	3.3099122	0.47840104	3.8599753	-5.125889	-2.9707959	3.1773667	-2.7690372
2078	-53.30892	-22.178589	1.8229	-5.1571727	-3.8619206	29.26915	19.744812	-29.978981	11.537948	-2.4851115	1.6142886	1.7927468	-6.0392733	0.7174094	-0.12588972	-0.40109324	-1.396933	-0.8290824	0.3677753	-0.32912505	0.13204838	-0.10600357	-0.5560299
2142a	4.143526	2.905828	-6.565939	7.777704	0.106018595	4.9945173	-12.2401495	-3.970687	-0.32291695	-2.9322505	-0.34618288	4.7443867	3.9927573	6.4040947	-4.3628244	1.1597596	-0.2298525	-4.67691	-0.4803052	-6.3107142	-7.560372	4.1395144	-0.47157896
2229	10.966629	0.3722921	-3.2796223	0.54148567	-8.370565	0.49375194	-4.5923786	-3.4005075	-3.6355255	2.076162	1.2211325	1.3129299	1.2316618	-0.023678958	4.0811424	0.9993528	2.0790775	-3.287912	-2.4063058	-2.2954366	1.8769451	-0.2832684	5.3393483
2310	11.5896015	-2.7092335	-2.12732	-0.534681	-5.3297377	0.37462622	-6.7256746	-4.1394076	4.846645	5.4212193	-16.583714	7.0034347	4.7313147	-10.271221	-10.780304	4.438243	2.2143552	-1.2790939	6.973818	8.520874	7.279925	-5.430191	-2.2367754
2354	10.460879	0.4736229	0.35368443	-4.438016	-14.14258	-3.4511583	1.9953384	2.233165	6.0698957	4.3206387	-8.442723	3.3190331	-1.440324	-2.192279	3.1348462	-3.699517	-0.721578	11.075877	2.2091794	1.3459456	-3.7869256	2.0332923	2.3215833
1966	-32.511646	44.705612	9.133901	-11.152285	7.978002	-1.2710476	-0.68972915	-1.004047	0.7367416	1.9396954	-0.66044706	-1.8239665	-0.25685623	0.13102151	-0.25735015	-1.8394717	-1.3736588	-1.0781841	-0.6115828	0.13059628	-0.3054927	1.8306658	0.37214816
2444	18.377115	1.072653	-2.5470757	-3.9139037	-11.620726	0.628393	-2.3265216	-0.78526807	4.1156135	4.0746155	-12.436274	5.686118	-0.23450698	-4.4035435	1.3127989	-5.3157287	-1.8963289	4.5280056	0.69817805	2.2452545	-2.974838	3.748659	-0.16050158
2575	14.655603	-2.1036835	-2.1719286	-3.0888662	-8.893996	0.27909917	-4.1368675	-2.1652048	0.39340904	4.321294	-3.4347618	3.428084	1.8543262	-4.5129547	1.1247795	-2.0508003	1.5276463	-2.84337	-5.514334	1.2450368	2.761935	-1.1202842	-0.8545046
2665	13.890957	-4.55307	-12.418863	-6.458457	10.8650875	1.9046099	-2.9722407	3.2693043	10.491263	-8.034078	3.60641	-16.086178	-0.44198376	-5.0195794	-5.313513	0.1922225	-3.7205515	4.1440372	-0.9035101	-1.7033732	-5.769854	1.2272468	-1.1275578
1980	-0.111156516	2.703322	-5.909868	7.3840466	-0.020152954	3.6710858	-8.391701	-1.0441709	-1.468121	-8.654675	0.76233447	3.9341362	0.2511235	6.8374705	5.720597	2.9029038	0.96389323	0.46160433	3.066596	-1.7618486	3.5366096	-0.99822927	-1.037785
1992	13.084212	-1.7627053	-4.3497853	-1.7599591	-7.7154875	0.37450483	-6.767008	-3.4708853	4.5811124	5.4779844	-17.424948	6.5315313	4.6005135	-12.657504	-11.8934	3.1880605	6.2970037	-3.577676	4.6475563	5.92106	12.681144	-3.9754663	2.4827356
2027	-22.963184	39.388233	6.30083	-10.565693	0.027877111	-2.0361526	3.5335178	1.0586762	-1.2633334	-0.4237577	-2.3378541	-1.1529596	-3.1445024	-0.03891089	0.3148825	-4.7293305	-4.774462	1.3317951	-3.3122964	-3.892781	-13.139313	-1.5180511	-7.474387
2079	12.811961	-1.8756765	-3.2739396	-2.0275218	-9.267293	0.15659901	-3.7435627	-0.7761757	4.355016	4.7168164	-10.054603	4.5184474	-1.3300991	-3.1807618	4.4662204	-4.1041417	-0.8585122	8.4822855	1.6420195	4.000868	0.99088407	2.6683116	3.12236
2142b	5.635573	1.9320849	-4.609596	6.7093973	-0.57731515	4.402527	-9.905733	-2.4110126	0.4481619	-1.8708462	0.22668512	2.4308615	1.5607139	6.814284	-1.6747228	0.6059591	-0.03173697	-4.4234433	2.5124946	-3.802883	-5.912611	2.3358374	1.6123521
2237	9.537385	-0.7589198	-0.4669906	3.8345287	-2.4550085	4.0501657	-10.577407	-4.4058943	-0.21945062	4.155179	-4.472565	2.8649793	3.0266707	-3.2814455	-6.0617037	2.177363	1.4313569	-8.126485	-3.127666	-2.4833264	-2.8986204	-1.7334383	-0.14995255
2322	-2.3950107	4.0336976	-4.7646093	9.456334	1.6635547	3.1770427	-8.399585	-0.27487424	-0.5294813	-6.6604285	-0.23609915	4.206595	1.0319988	4.593266	-3.8928175	0.66446406	1.7611088	-0.17628828	1.7281164	-0.038971346	-3.0392523	-0.24755742	-3.5843892
2360	-3.0125048	3.2453833	-6.3134885	7.5907106	0.33493367	2.651985	-6.715286	-0.5702555	-1.1381713	-7.7443237	1.0737371	2.3341305	-1.7551359	6.4548273	2.5236852	2.43388	1.6474732	1.8918417	5.562066	-0.54975677	2.9857917	1.875779	-1.8138797
1973a	-10.049051	8.020509	-10.640175	29.884775	3.0715957	-1.507994	2.8302805	2.5431688	0.34937677	-10.796633	6.806495	11.487131	-5.087754	0.9192148	-8.272992	-13.725726	-3.533276	3.1895268	-7.901521	3.351628	5.6015224	-4.1842656	2.0025396
2445	0.5172423	4.078866	-5.49311	3.614123	-2.186264	1.9902289	-6.4059095	-3.0362535	0.17917928	-2.7656531	-6.5839076	5.1165056	3.6699998	-4.0236206	-5.5575037	7.0596375	2.887321	-1.7219584	6.081879	3.2431524	6.464247	3.7783186	-0.37360048
2576	8.937696	3.1482532	0.24593787	-10.81376	-25.667778	-6.789671	6.73052	11.10735	26.75691	4.5397396	23.713673	6.635971	7.8342156	7.959848	-1.6092153	3.8036149	2.9657316	-5.096996	2.0832708	3.4467878	4.4683037	0.39222142	3.3121035
1981	-55.023895	-29.01647	1.9412025	-4.8865833	-0.39043602	-25.985947	-10.178229	-4.8186564	1.9209853	0.7600264	-0.29410884	-0.6746151	-4.426974	1.2443993	-0.9819001	-2.2853603	-3.5719023	-1.4621985	1.3458651	-0.4696407	-0.27697846	1.129032	0.20122421
1994	-5.2441797	4.963229	-7.0148067	13.8009205	1.2632476	3.8307405	-9.111335	0.11732487	-1.2549467	-13.112353	2.9702442	9.025487	0.029082842	11.3696995	-11.169732	-8.68427	1.1477038	3.406735	-4.2888265	0.17737271	3.0006814	-0.8999016	-0.2698022
2029	15.459759	-6.8847413	-13.176111	-11.80983	14.612317	-3.347156	9.072734	0.36845282	-5.110691	4.8455715	-0.07261721	10.812003	-0.4926011	4.1028886	0.26163876	-5.7507043	11.051415	-0.69734895	1.8479981	-10.422503	1.8693194	-3.5927885	3.8384612
2083	-33.64639	44.487423	9.7589035	-11.848933	7.3158216	-1.1312416	-0.45360422	-1.5437778	1.3529938	2.3624163	-1.083255	-2.821733	0.41045687	0.8688127	0.3588812	-2.767405	-2.8271072	-0.28528422	-0.7052135	-0.19791465	-1.9299284	-1.2870685	-0.86847657
2167	12.269464	-0.9738037	-3.2524297	0.5793783	-6.5902815	1.8780518	-8.140451	-4.6028423	5.2299824	7.268246	-15.173618	6.1260495	6.730823	-9.899866	-11.773668	5.211665	0.14611784	-5.2573457	4.1850214	7.387287	4.6688304	-5.605445	-1.7201716
2238	11.21517	-0.90624344	-3.8186393	2.063206	-5.8129	1.9984906	-8.24528	-4.371112	6.0523944	7.058901	-17.311533	6.7245	6.5933223	-9.327762	-12.151106	6.1943603	0.5103265	-6.093647	5.873389	6.8493657	2.8466685	-6.1721478	-0.17351162
2326	-35.41487	45.750496	10.385095	-12.727376	10.308445	-2.3632278	-2.104607	-1.8618635	1.4740506	4.2756567	-2.1333106	-3.4487517	-0.035590176	0.8512275	0.57983583	-1.8966706	-1.4136521	-2.9521334	2.5079844	1.3016578	4.730626	-4.1687746	3.0141816
2367	-29.201038	36.69422	7.8295374	-11.545952	1.0589957	-4.4398966	1.8847861	0.6855816	1.1865591	-0.21674217	-2.0200775	-2.6573236	-3.0605614	-0.1591653	2.245065	-2.4194632	-2.1227832	0.92083704	-5.9681926	-4.283696	-9.224489	-2.673881	-8.492266
1973b	-9.686464	8.309986	-10.155269	28.85931	2.9775476	-1.9654047	1.232468	2.43396	0.23437111	-10.332286	5.89223	11.4792595	-5.5188265	-1.6716316	-7.8180785	-13.999914	-3.3937025	3.3802838	-6.3101044	2.9335742	4.116663	-4.779543	2.815472
2448	-34.68945	46.98667	10.144291	-12.584609	9.596191	-1.8066397	-1.6187704	-1.8716996	1.1326842	3.464948	-1.2808427	-3.1051881	0.31410173	0.39050454	-0.040454186	-3.0718365	-1.744886	-2.1023781	1.2452868	0.85850894	2.2585843	-2.6358917	1.9378381
2605	9.904084	-2.6914206	-6.7221594	-0.5067985	1.4510055	1.342185	-1.9138227	1.2427186	-0.29894525	-2.3716161	-2.186965	-0.5812691	-4.5298038	2.0760653	11.265509	-4.340976	5.223797	0.9404401	-0.042974494	1.4585187	2.5339942	3.348228	-4.70152
1982	-19.638968	12.659082	-1.6701286	4.512288	4.884045	2.2459793	-5.5487	-1.018502	-4.0180655	-6.9471197	3.6263683	5.1122518	4.220369	1.3192316	0.29890764	15.126095	11.4172945	8.354291	5.454298	-0.7728647	10.688473	39.670765	8.222341
1996	11.933177	-2.215353	-3.8628736	0.7827607	-10.406187	1.8575245	-9.123365	-4.452665	0.32031518	3.9145107	-11.443881	4.968056	2.3985684	-1.8416998	8.687784	0.32728457	5.0067954	-11.402842	-13.9964	-17.463346	-1.7753544	0.8052592	22.615662
2036	5.8425965	0.53637296	-3.7690935	6.0536947	-2.370285	2.3316565	-7.1119866	-2.4319367	-6.3416553	-7.116449	-1.38437	0.6160412	-2.8525681	7.766233	15.274443	4.6182666	-0.621018	0.18634218	5.8666606	1.580882	3.9183116	3.881601	-0.8302107
2086	16.631813	4.364773	-2.7211752	5.5741224	-4.369889	6.822568	-8.982759	-3.1408384	-1.6391885	1.195482	0.3327164	1.4494041	2.3840222	1.5033884	-3.2945619	-3.559879	-4.402871	-4.28817	-1.0974368	0.42782903	-8.685307	3.4279468	-3.6853113
2206	9.822679	-2.8952136	-3.3667312	-0.42933	-2.947458	0.58757406	-5.996316	-1.3581085	8.515299	4.421091	-13.542359	6.460785	5.890708	-8.107431	-10.258828	5.2656736	2.170245	-1.772422	5.4919825	7.23169	8.573261	-3.311123	-0.94746387
2240	7.7312074	0.780214	-3.0050833	5.175736	0.5635554	3.538792	-7.7316585	-1.5398273	1.9692321	-1.3549964	-0.29787925	1.7545046	0.5131097	2.5956943	-3.0817409	0.35246086	-0.67961764	-1.219973	3.5796804	0.85451317	-7.5349665	2.1137109	-2.7474687
2328	11.867809	-1.632596	-3.0606828	-0.668279	-9.137473	0.13611217	-2.4390538	0.8395714	4.8787246	2.2557898	-11.491851	3.5210307	-2.4160228	-1.8744725	4.1337957	-3.462249	-1.4195676	7.7724037	0.9324203	1.2832574	-1.5801378	1.4731585	1.0207113
2370	1.3272791	2.350551	-6.3465457	10.010029	-2.6591208	4.804952	-12.27103	1.1264488	2.0487423	-13.528223	0.6173755	9.577076	-2.6270728	13.157941	-14.203172	-9.212924	0.07973795	4.8239927	-8.563075	6.399864	5.278019	-0.47294024	-1.0001329
2714	14.851054	-2.9229903	2.1805596	-2.5333579	-12.054918	-1.1041187	-2.360217	-3.6009042	2.562224	3.6602929	-18.740309	5.5518	1.3294216	-9.612068	-3.6751623	-0.2235312	4.207121	-0.14984415	-0.022144018	-0.11553591	2.888551	-2.3184965	-2.7515671
P39	11.390777	1.4384392	-1.8946718	4.3998866	-2.1027021	3.9056048	-8.204103	-3.5825684	-1.7671958	-0.30670935	-3.0850165	5.1686296	1.7649788	-0.36103147	-1.569081	-0.0143123865	0.16656232	-6.465478	-2.1238291	-3.8555393	-4.098513	0.18735896	0.0731784
