Taxa	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23
P52	-46.929646	-16.124159	1.5622989	-2.1368155	-3.3480306	12.064037	2.2246928	16.228056	-6.642686	3.5026398	-1.7452986	-2.5628016	2.3878024	0.3298578	-1.2474369	2.2234929	1.5098056	-1.0455483	-1.4853013	2.891367	-0.3083131	1.0502201	1.8188657
P314	-30.311253	-14.257289	0.90627474	-0.5321043	-7.6300554	22.294552	-1.642793	34.245235	-6.417387	12.484172	-6.364858	-10.397226	-34.344162	7.112657	-7.110199	5.134686	1.6732293	-9.175992	0.8653034	1.1633872	2.260951	0.69008654	0.86676085
2906	17.687492	-7.981356	-11.93034	-14.550769	16.199326	-4.3343253	13.385094	2.4675298	-4.3171477	8.215438	1.0640932	13.030044	-2.6608548	5.271234	1.6764067	-9.294395	11.636978	-1.5254209	5.0603075	-0.36833853	-0.00853218	0.16748177	-1.8915087
2995	12.271196	-2.499869	-1.7560563	0.7486142	-4.943311	2.0686986	-6.3266225	-4.434091	-3.5034256	3.713004	-3.1977675	4.5411673	2.5663273	-0.16944888	6.3893256	2.1842206	2.9401166	-13.415567	-13.363049	-16.692398	-3.9831061	1.5403043	16.201057
3030	12.333587	1.6697531	-4.2554693	3.7046885	-2.4632685	3.1745656	-5.849747	-0.91248125	-1.8144277	-3.8251088	-1.6726513	1.1877273	-0.33864382	4.014649	5.4864283	-0.4465831	-3.4561417	0.04864804	4.011084	0.39794722	-3.897893	-1.8497932	2.3053532
3083	15.039582	-6.0266247	-13.475632	-11.192176	15.640881	-2.7105126	7.652755	1.1591653	-2.242985	-1.0491261	1.5986581	0.20667127	1.295838	1.7936233	-3.4935815	11.246693	-11.789818	0.27025083	-8.321913	-1.3009752	1.5397592	0.09875794	2.263566
3093	12.558754	-5.1195707	-10.374125	-6.9688053	8.675516	-0.25810996	2.047738	1.404309	1.7492391	-3.0386934	2.709118	-2.5222611	-1.0101374	0.32251817	-3.5040803	-8.069622	8.697609	0.7033032	-1.3623784	-5.153024	3.7219312	-2.9520624	2.6618104
3104	12.302168	-4.0594826	-12.253175	-9.6838455	14.7393465	-1.96094	7.3112288	1.8172572	-2.147496	0.8206576	4.69113	1.7186348	0.88851374	2.2301545	-5.5123467	4.415954	-2.0590234	3.572307	1.8225052	-2.6385918	1.2728215	4.448637	2.1847
P14	-30.000132	3.4055996	-0.54838026	3.468685	0.93443865	1.6913601	-0.9517181	4.5899105	-4.9179583	-4.645209	3.7682903	2.961321	2.5700805	-2.0174177	-0.3477928	9.430722	12.942704	7.1449194	-4.299732	2.0884469	-4.749737	-2.7555497	-0.76990473
P23	-50.03029	-19.221077	1.4006584	-2.8413107	-3.9181645	16.66306	3.9157016	19.450241	-11.220591	0.41708973	-1.3621278	-0.71167415	29.726425	-3.6600673	3.4949381	-10.894204	-8.550061	-0.642855	3.7184732	-2.7995303	2.143482	1.052767	-1.7690827
2767	-51.554394	-20.692896	1.662105	-3.4939253	-2.8655393	14.234357	3.7481198	18.486763	-10.272263	0.49814576	-1.2748752	-0.7562627	25.766867	-3.2598033	3.754932	-8.897215	-7.1433563	-0.8611542	3.117827	-2.2296345	2.8681195	-0.28838065	-1.5710706
P42	-26.49206	37.642036	7.751603	-10.078297	6.4915524	-0.30078265	-2.2501848	-0.23899905	0.81539845	2.1393266	-2.1099079	-2.122037	-0.22114389	-0.65442234	0.16729541	-1.037145	0.5548858	-0.56630445	0.7152217	0.5852459	4.377924	0.5328311	3.370888
P54	-13.717506	21.675314	-2.5946186	-9.458895	11.943174	-0.96266246	0.34567207	-0.3699502	-1.6096643	2.4037492	-5.123601	-0.9330818	1.1534024	0.079916246	-3.6313303	0.55280966	-3.6512034	0.7417329	5.795134	4.250694	-8.953475	-2.885831	-1.5321085
P315	-30.192627	-14.035234	0.96383613	-0.50776386	-7.4840236	21.975052	-1.7319604	33.926994	-6.470745	12.325695	-6.4080825	-10.101401	-34.125298	7.2063813	-7.1892576	5.0548983	1.6900845	-9.129941	0.949203	1.1090792	2.441438	0.7531386	0.7442566
2907	-33.620865	43.500507	9.768214	-12.294143	9.447954	-1.3477424	-1.911162	-1.5554335	1.193818	3.2306795	-0.27696052	-2.127922	-0.50944585	0.21980059	0.71581715	-1.0154887	0.9006372	-1.4921888	1.7930343	-0.13339663	6.463654	1.0258837	4.2832627
2996	9.009849	1.1901432	4.541772	-1.521994	-8.629612	-1.9421794	0.272442	-4.082688	0.48311967	-2.1670976	-12.089278	0.06458754	2.629505	-6.07037	-5.20526	4.2304115	1.1079481	0.022532964	3.7763345	2.262294	4.335123	-4.1208363	-5.1686993
3033	12.623118	-2.8057861	-7.0768948	-2.171922	2.5139549	0.2841022	-1.6247615	-1.104606	-2.1668053	-1.147824	-0.9591274	-1.242542	0.87119776	0.42495784	0.38595986	2.6429024	-0.03507069	-4.1840806	2.2278826	-0.86058336	-2.9925206	-4.263994	2.0694869
3084	15.295678	-4.5362997	0.96458095	-2.3501837	-3.9689484	0.84117824	-4.413502	-3.5021937	-3.6194084	5.3118267	2.8384132	-0.88146216	-0.24389465	-3.7397952	4.992648	2.8879125	0.7542445	-6.8436418	-8.039136	-4.2579927	4.9869766	-0.30803406	5.641873
3094	12.798242	-5.1028333	-13.776266	-6.0643883	13.130901	3.1494691	-2.876158	5.2334685	14.98795	-13.340562	1.2716807	-21.809444	-0.7747809	-8.12776	-5.021582	-3.2446322	1.1881294	4.1218405	-1.8544124	-1.5418043	-1.9518164	1.3374187	1.7970105
3105	12.860217	-2.8552508	-10.723056	-9.15374	2.526469	-2.1956	4.449082	0.59184	-0.7045347	0.58524007	-1.5821189	2.3971965	0.8688664	-1.391919	-0.6722202	12.671089	-14.089672	4.239164	-11.207309	-0.67106706	9.107623	-1.1434205	1.2297467
P16	-29.922043	-14.1127	1.0057293	-0.69661295	-7.245806	21.751122	-1.3239412	32.537212	-6.4038024	12.255458	-6.3688326	-9.935298	-33.364628	7.357808	-7.175917	5.2919	1.7905526	-8.578937	0.8035458	1.0178946	2.3436327	0.74009156	0.6098399
P25	-50.32714	-19.321373	1.3720813	-2.9371347	-3.6319876	16.954151	4.263644	19.77553	-11.691223	0.294013	-1.1413294	-0.36280072	30.376345	-3.841759	3.3192255	-11.268421	-9.3318205	-1.1871018	3.460902	-2.8913853	1.766171	0.58606917	-1.5847878
2776	7.6911616	-1.0973648	-2.6206331	4.550783	-2.4449987	3.3699813	-7.9926515	-0.00799888	0.65422773	-9.153763	-2.4830887	-1.6334891	-3.868515	8.376245	18.360882	5.1988864	-1.667695	0.4051603	10.85436	6.3028293	3.8436308	3.0114543	-8.605298
P44	-19.821346	12.376397	-1.5148845	4.4529223	4.810466	2.307576	-5.3852534	-1.1578975	-3.7703307	-6.735343	3.4854102	5.0748043	4.090389	1.3874931	0.36250952	14.999575	11.447655	8.468827	5.068876	-0.7367694	10.794951	39.251377	8.241301
P60	-6.08162	14.474836	7.983414	-2.5373132	5.3781605	-0.30374855	-5.6462035	-2.519142	-1.8196464	0.05056426	-6.6679044	-1.2208602	-0.22528866	0.36419135	5.394172	-1.256831	-1.4126261	-1.4308525	-1.0691575	2.2523239	-11.627052	0.23542632	-3.9040236
P316	-0.8931459	3.3994267	-6.5806417	8.468436	0.7916043	3.7694366	-8.02651	0.5694884	-0.53815615	-7.9296947	-0.27512142	2.5920017	-0.013949993	6.07417	1.9792129	2.6365175	2.0069199	-1.6039634	3.2664092	-1.4913952	-0.779513	2.5913217	-1.9600317
2938	7.603653	2.5039718	-1.9049492	-8.256246	7.510039	-3.1859643	5.6188116	-0.12067596	-5.2147036	5.7533107	-5.42558	11.141218	-0.8597255	2.9395626	5.091253	-3.4110172	3.9507885	-4.5351872	-6.182462	-1.8289396	2.1859095	-0.048045088	-0.8184997
2997	14.799894	-7.241312	-13.817462	-12.671815	14.819484	-3.8024542	10.134576	0.5414672	-4.582585	4.7050433	-0.47796258	11.166114	-0.53970754	3.5973394	-0.17485964	-5.0660353	10.329495	-0.6855684	1.3634663	-10.219454	2.3642604	-3.8455935	3.9738588
3034	12.839268	-3.3558462	-9.8289385	-6.9319735	6.353223	0.07597003	0.093999244	3.1130288	4.972116	-2.0002644	0.92059124	-7.369568	-0.91922045	-1.6502633	1.595649	1.0358127	-1.9369069	2.2255826	0.03498391	-2.790948	-4.430814	-0.65332866	-2.9658177
3085	15.308199	-4.9671745	-10.603857	-9.85092	8.475651	-3.350731	6.5816545	0.7854368	-4.3241534	3.2945004	1.4967467	5.6731114	-0.49663246	1.8400103	0.24207333	6.0771527	-6.4732347	2.158227	-2.849856	-0.09745545	4.6732445	2.1062255	0.89230436
3095	16.863117	-7.7980046	-11.681878	-13.565199	17.026236	-5.4126835	14.499396	2.616322	-4.9170465	5.7194295	-0.2175283	9.073307	-1.593398	5.429179	-0.22040835	-1.3475364	2.4716578	-1.1740358	0.7087386	-1.2205001	-1.6471285	-0.2701481	0.025608685
3106	15.876577	-5.0776353	-12.27506	-9.760555	13.675265	-1.742141	6.8646283	1.3683648	-2.0867512	-1.1305628	0.8624487	-0.014092641	1.7375369	0.96473527	-7.307968	15.822095	-18.478361	2.3911583	-7.7275476	0.39612153	1.406267	-0.42383853	2.394843
P17	15.697491	0.25236565	-1.9842756	1.0427843	-7.122635	2.3380983	-6.6772957	-3.844026	0.5183994	3.7803836	-8.124782	4.2582364	2.5408044	-5.6362166	-8.021291	1.0612135	0.47993514	-4.56387	2.779662	5.5812173	4.071087	-0.6711835	-2.8255422
P26	6.4936895	3.9456663	4.164018	-2.206215	-10.220959	-3.6613247	3.272861	-0.700834	-3.5954745	-4.976641	-3.1111605	-2.3056111	-1.4248991	0.4816536	2.2258034	0.22603254	4.1400366	2.5550296	1.5124581	-2.6691353	0.4120224	-1.2442527	-2.9741926
2867	6.4368978	0.058570776	-3.485643	6.495996	-0.65005046	2.8001719	-8.195031	-1.5689328	-3.347862	-9.175712	-0.82261497	1.2813947	-2.445457	10.975249	18.089766	6.0507417	-1.1653526	1.1173068	12.560676	6.6271596	5.0674415	4.8082805	-6.9321423
P46	-9.551184	-7.348599	3.3109937	-4.4861684	-14.32346	13.724198	1.6344893	20.176033	-2.067529	12.394257	-8.891219	-5.356578	-22.547031	2.1118102	-3.2314606	-1.4941764	-1.7218658	-0.78235775	-0.68623316	-1.8731565	-2.4764705	0.09987253	1.939384
P61	-20.310188	28.916765	8.921856	-8.784727	1.7195699	2.9541743	-1.0887377	3.7294815	1.1390129	4.442986	-4.2348256	-1.8629951	-4.880319	-0.1050183	-0.9224366	-3.2207074	-4.045065	-1.3675554	-1.4011297	0.9656569	-8.230492	-1.3631042	-0.87996125
P614	12.597056	-2.9490783	-1.4607431	-0.5116179	-5.2436013	2.5361676	-7.6656885	-0.5579758	6.1287656	3.696976	-8.350657	4.480368	1.6617391	-7.5053344	-5.405084	1.0302116	4.1124253	-3.00841	1.1470342	4.046202	9.084198	-2.8384762	0.83408874
2946	-17.71665	11.308626	-12.460014	40.530266	3.7371023	-7.482496	16.254427	5.820115	2.3430114	0.3429834	8.881933	9.773836	-9.085388	-22.14599	3.1738026	-4.329113	-6.547305	-3.2643626	-0.30362955	3.4107323	2.5716588	-5.059961	3.8328006
2998	15.027854	-6.3830686	-12.518488	-12.947016	15.827487	-3.7579002	10.352847	1.6342362	-3.3907	2.699887	3.5272715	2.9855564	0.37408933	3.6410177	-5.865373	4.4935684	-3.0112228	1.5219431	5.3836555	-3.2894497	-3.6335287	-1.8940791	2.7583878
3044	13.905887	-5.2294908	-10.347947	-5.9100943	10.730672	1.0923754	0.49212867	1.5696747	4.0812635	-6.001522	0.061387815	-9.959735	-0.5066044	-3.421077	7.033844	-2.5927486	2.4019735	-3.070546	-10.057089	3.132786	3.6754582	1.7059712	-2.1650937
3086	14.257224	-5.3995504	-11.828475	-7.7704816	12.062432	2.8161259	-4.9462	3.750453	14.562448	-10.327506	3.014326	-22.234459	1.2714484	-9.977102	-3.8955822	-2.1582422	0.9044827	2.045462	-0.6243716	-2.6463618	-2.1724474	0.2185479	1.1961244
3096	14.899466	-5.876994	-14.731958	-11.092007	16.719145	-2.4587946	7.46181	2.0883055	-1.7836615	-0.7667934	3.0815513	-0.9161369	2.0220785	1.754975	-10.145828	16.424534	-16.82947	2.4142869	-2.586581	-1.0295243	-1.1598961	-1.1834387	0.3171867
3108	2.5349545	1.7360758	-4.750806	8.068413	1.3905443	4.2176785	-10.650859	-2.3112457	-0.14290796	-2.324627	-0.15052846	2.4071295	2.0890398	4.4459763	-3.0319753	4.3008876	1.5782061	-5.5469317	1.7786351	-2.3084757	-3.8918097	2.0892208	-2.9505763
P18	-50.52948	-19.773954	1.733374	-2.654793	-2.6002772	15.376634	3.9727259	19.76472	-11.203309	0.49329296	-1.521445	-0.756473	29.215176	-3.7076223	3.9688802	-10.663306	-8.283562	-1.528529	4.360668	-2.6336582	2.5764441	0.31183892	-1.9064168
P29	6.2003975	0.76747096	-0.03163254	7.2062984	0.2322276	3.7320585	-6.929706	-1.6968663	-0.4756276	-2.4574742	2.6921089	-0.028735325	1.0557663	1.5858994	-2.6048942	0.77374744	-0.66828334	-1.891327	3.2056227	-1.2563403	-0.36816624	-1.0840793	0.0020312574
2887	17.481768	-7.3569365	-12.54537	-13.871663	14.8685255	-5.0593343	12.766545	1.1580871	-5.040479	6.89921	0.24717243	11.682181	-1.2505257	4.277973	0.54192793	-7.4588876	11.301173	-2.107446	3.349972	-3.401313	0.6259492	-1.1443249	0.757659
P47	-13.595622	-5.821676	0.53941715	-1.9383581	-15.718292	15.946944	0.15817834	28.692184	1.4232688	9.016968	0.32349998	-6.060331	-26.082205	9.192424	-5.835058	5.258806	0.40672716	-8.04457	1.8159225	0.8917881	1.2040517	0.24854818	1.2332277
P65	-33.954136	38.911415	8.243537	-9.896588	8.864895	-2.0320835	-1.3734682	-1.2008597	0.6089413	1.60372	-0.39610547	-2.202253	-0.11092553	-0.12151023	-0.077048466	0.35197914	2.0680115	-0.9645247	1.6560321	-0.2321499	6.4090257	0.23674446	3.081834
P615	11.440545	-1.4881023	-2.4701304	1.24548	2.0964162	1.1859527	-4.570066	-1.514014	-0.09837257	-0.14208478	-4.782005	0.59784216	2.4799416	1.3491598	0.39355296	4.0459957	-6.172641	-0.49014342	-0.463354	2.69678	-5.019473	3.8049672	-1.8956087
2948	13.96144	-5.418926	-9.154293	-8.09822	9.743771	-1.6527647	5.6380525	1.6305466	2.077502	-3.910812	1.0422325	-2.3813531	1.9076391	2.816697	-6.545495	3.933545	-0.58280385	-2.697036	6.9975653	-0.09757246	-5.6633563	-1.8206351	2.3662612
3024	6.476148	-1.0878707	-11.410838	-2.6787546	4.327449	0.12056192	-1.6408542	-0.73232436	-3.6970544	-6.2839274	0.4219931	0.6586535	-2.7039888	3.7977219	8.779975	8.370568	-4.510558	3.3165514	0.49587363	-0.44927144	3.4610708	-4.8814354	-7.63666
3060	12.809361	-4.252022	-12.433427	-11.778346	13.391605	-3.9723034	9.877814	0.98508656	-5.872612	-1.1777748	2.379878	1.5366069	1.7626259	2.3304524	-8.8918295	12.628313	-11.468785	0.6619536	0.3241394	0.33565432	1.2873019	-0.18255971	2.956299
3088	13.225442	-2.6992323	-7.2710295	-9.190599	10.16262	-2.8746326	9.5975485	0.71030694	-6.52894	4.5538077	-2.2711205	12.989998	-0.7980662	4.9913306	6.143556	-6.9220805	8.374145	-5.314327	-4.3907075	-1.0550789	3.8218443	0.6641366	-3.9289734
3097	14.827441	-5.51989	-13.127016	-10.924941	12.367985	-2.6166284	6.359054	0.5014023	-2.8925302	-0.049523365	-0.44351295	2.6192198	0.5904653	0.5348322	-1.8819889	14.673799	-17.658972	5.2160416	-12.469726	0.6184573	7.7169666	0.24950024	2.439791
3109	12.460283	1.5336603	-2.594503	5.9179063	-2.625568	5.2720537	-10.658065	-3.4512198	1.2111449	0.242184	-2.0963993	1.351767	2.3413126	1.7161938	-3.7910163	0.43939674	0.3364282	-9.898192	-4.088341	-4.3808994	-6.4752684	2.7846637	-3.1306736
P19	-50.640484	-20.35087	1.2478184	-2.8209662	-3.4630332	15.085312	3.5426533	19.27161	-10.907972	0.4551834	-1.1686329	-0.6195392	27.800888	-3.645439	4.0248795	-9.561133	-7.4002633	-0.619653	3.6810958	-2.611475	2.55243	0.73259276	-1.616618
P30	-8.6477375	8.604893	-17.113798	43.340424	0.6174115	-9.57722	17.208687	-3.7808237	4.5739994	18.525053	-8.865346	-18.328335	7.9296603	14.791279	0.18774982	1.194814	2.9473865	1.4215301	-1.8040986	-0.6447396	0.55730075	0.6064672	-0.7006563
2888	14.754441	-3.9712677	-11.529834	-6.057206	8.494081	-0.16022225	0.9355711	-0.21931435	1.8503958	-1.1240385	-0.35371575	-3.6161811	0.76009333	-1.4149681	-1.4915257	-2.2202852	1.9415274	-1.2954195	3.8385346	2.7176752	-3.2343693	3.0579069	-1.3905877
P48	-53.623386	-22.555193	1.766806	-5.27614	-3.5475821	29.036018	19.724777	-29.965275	11.6491165	-2.3655503	1.8060378	1.8310211	-6.057962	0.6429488	-0.064016744	-0.18450649	-1.1392516	-0.51461	0.42001918	-0.1839436	0.4149023	0.09767027	-0.5042654
P67	10.121915	-0.3634458	-5.0498085	2.1514027	-6.4924164	1.9374949	-9.584312	-4.425519	1.8267062	6.6972075	-8.605282	5.8780804	6.288186	-5.563297	-9.146264	5.7865534	1.9418243	-8.497099	-2.1923869	0.5175079	3.1521714	-1.9170344	-3.794991
P617	1.7728199	0.9888176	-5.4064503	6.2512884	-2.752914	1.4974667	-9.907047	-1.4236021	0.31999388	-11.533842	-0.660231	2.052856	1.6364387	10.690157	13.238116	8.125117	0.024253769	-10.210612	11.737548	-4.281658	-0.74329406	-21.020267	4.123831
2964	5.6746564	9.614097	0.31923747	-0.85283273	-5.7401695	1.3414347	0.2533686	-0.38995236	-0.94645107	-1.8706559	-1.7693737	2.5338962	0.646161	0.8281338	-1.4657931	1.9286323	-4.1382217	3.0054617	5.571162	2.5983675	-3.4721906	3.0406592	-2.554311
3025	8.253695	-0.55870754	-10.074732	-6.660435	10.376217	-1.5966331	3.6668246	0.30231446	-2.9836073	-1.4180518	1.7507617	3.524504	3.1687632	1.8099508	-3.2523699	8.6965065	-5.875295	3.5719776	-0.982844	2.4806128	5.6144757	10.870565	3.2732694
3062	13.713866	-3.042717	-9.839356	-6.027885	7.5987663	-0.31218714	1.9899745	1.9780037	2.6961281	-3.1781933	0.05782409	-6.9107237	-0.41755322	-1.102658	4.464513	0.30304015	-3.659556	0.10845812	-3.8691235	1.3594915	-1.3887733	0.9834962	-0.61399126
3089	-32.57962	34.57816	6.8694897	-8.683807	6.5198474	2.2013342	-1.342474	-0.33348578	-1.9124323	1.17832	0.039416995	-0.28964123	2.2065802	-1.8608943	0.43060887	1.6085405	3.3064783	0.31511053	-2.8029287	3.3439806	-1.51473	-0.24978904	2.628173
3098	15.066962	-4.6958175	-11.447495	-9.622486	11.306292	-2.995149	6.6606913	0.576774	-5.100294	1.3046763	1.9414004	2.0909634	0.7230737	3.7408812	-2.5307107	12.646021	-14.994576	6.0918217	-2.598506	0.32747778	1.0765764	-0.24567926	-1.126253
P6	9.255821	3.2640903	2.5115662	-6.7461085	-17.378347	-4.1587424	2.4619684	3.3425393	9.714923	6.152952	-4.6821957	5.653996	-0.3526192	-1.2127188	4.1900682	-3.874823	-0.06914788	5.4200954	-0.79891515	-0.30041978	-5.5450683	0.8111928	-1.8809993
P20	-45.516132	-15.544236	1.1258187	-1.7200286	-1.591849	10.991059	1.3090502	15.62399	-7.4135	2.4329586	-1.7918414	-1.1930473	3.7976224	0.42484015	-1.3916296	2.7237537	1.7049445	0.12757638	-1.7026545	1.8549498	-0.32803765	1.601304	1.05917
P31	-8.5850935	8.566366	-17.209347	43.54082	0.52839494	-9.653415	17.208853	-3.6419466	4.472869	18.591187	-8.812752	-18.46217	8.040046	14.807113	0.14925852	1.2892472	3.0602133	1.4115614	-1.6546565	-0.6713842	0.4925272	0.7031829	-0.7248778
2895	-7.5794325	18.393095	4.6077285	-8.53519	-12.216174	-6.105444	7.8946967	-0.47165257	-4.762798	-4.3634896	-4.306526	-0.12906669	-3.9462743	-0.7363446	0.12257792	-1.7360331	0.013601337	2.3013055	-4.335526	-6.363784	-7.0356855	-3.6348574	-9.211543
P49	-49.93529	-12.469076	2.891532	-6.490523	-2.2612596	27.379736	17.839733	-27.55948	10.64585	-2.1490638	1.4743406	1.4133584	-5.669492	0.7595701	-0.2931381	-0.6018444	-1.3872408	-1.2383726	0.32570142	-0.16774374	0.6282673	0.2513902	0.51619077
P69	-53.681213	-22.481882	1.7740321	-5.4249024	-3.8058388	29.247478	19.685986	-30.142536	11.477488	-2.3945112	1.6388361	1.820576	-6.0072036	0.7117072	0.03658205	-0.4495572	-1.2766447	-0.769499	0.39737082	-0.17307806	0.13367082	-0.052358497	-0.44252136
2965a	11.918653	-1.0071659	-4.979973	-6.7155814	-4.6353354	-2.630296	3.7018716	-1.2175312	-2.066333	1.76121	-3.035472	-0.6364608	1.347736	-2.4655695	-2.489779	5.7998853	-2.6187556	0.18727133	3.6413383	0.72263277	-2.5815573	-4.6462383	-3.5675864
3027	-0.94765335	8.874123	8.312717	0.6388178	7.287033	2.6479452	-7.8945613	-5.141528	-3.5215545	7.23179	8.746875	-4.3007374	1.337694	0.46133307	-4.2113147	5.6034746	-1.0110729	-4.091758	-0.66721976	-1.6334094	7.343869	1.7773796	-8.226244
3068	15.22103	-5.690605	-13.627122	-10.219655	13.929947	-0.8027192	4.9163895	1.8182232	3.7609615	-5.5571117	3.995344	-9.087581	1.28444	-4.193458	-2.7900114	1.7963037	-0.8559972	-2.157093	-6.668853	-0.47889397	3.4484415	1.1945741	2.4183176
3091	-9.724954	20.651136	1.7060279	-11.367417	3.7343	-2.6382005	4.113398	1.4228754	1.26801	2.8271	0.7036894	1.1412535	-0.9726877	1.49354	-0.7624377	4.4569635	-4.9486084	1.8198981	-1.0644134	-2.733034	7.1917853	-0.48392993	3.4499097
3099	13.154559	-5.234341	-13.797069	-8.879517	13.84589	-1.7221409	5.666331	1.0057139	-3.055283	0.22039954	-1.5341175	3.8266335	0.24845935	2.042771	-1.654446	16.24743	-18.26464	4.8524723	-10.261788	0.73298776	4.6435847	-0.5645292	-0.7736943
P7	-53.281693	-22.118313	1.8094475	-5.190498	-3.6101265	29.048006	19.714636	-29.94502	11.538401	-2.3077884	1.7567152	1.7870474	-6.0777273	0.6980071	-0.011779682	-0.020985596	-1.2167532	-0.5668673	0.27198935	-0.21248376	0.3561709	0.0021271138	-0.42123428
P21	-17.251383	11.4692545	-12.273217	40.46051	3.2184222	-7.029847	16.118711	5.34656	2.3558905	0.98433214	8.36152	8.407714	-8.406409	-20.799505	3.1936991	-4.2461796	-6.227501	-2.8022332	-0.015709544	3.545811	2.5982583	-4.5665326	4.077317
P35	15.853838	-3.24145	-7.3495708	-5.4240947	6.1180344	0.40234008	1.9614708	-0.8807149	-5.688733	0.12456065	2.3249984	2.225611	-1.5880903	0.2957379	7.9703183	-2.996918	-0.7219882	-2.7199574	-6.7547774	3.4745789	6.8879423	1.003743	-3.4557886
2905	-29.080471	45.334526	9.8160515	-12.474855	3.1730711	-1.6633563	1.6600299	-0.34896627	1.17892	0.94897985	-2.904461	-1.6910473	-0.32326344	1.0165884	-0.07387911	-3.3009558	-3.6720643	0.021898406	-2.826311	-1.6266105	-7.412915	-0.4805745	-6.863199
P50	-33.657722	38.732754	8.67649	-10.64634	9.127011	-1.8159491	-1.5679463	-1.5815799	0.57970905	3.1228151	-0.9020174	-0.9426236	-0.1568206	-0.5680701	0.45379242	0.8018505	1.8680387	-1.4268118	1.4622227	0.09302067	5.7460923	2.5005002	3.1927688
P311	-19.54612	-7.681509	1.0296527	1.2568303	-2.5535605	8.075202	-2.6665568	2.111974	-5.517829	0.8825128	1.4333762	-0.977812	-0.594943	0.68722975	1.6684408	-0.53308123	-1.2787762	0.5469887	0.21944027	0.6142023	-0.52377814	-0.7867438	3.6756914
2965b	15.684821	0.5487806	-4.6725445	-5.3672776	-8.024265	-0.2958922	0.36267778	0.8257467	2.7723727	5.495	-9.258913	3.8002207	-1.3419011	-1.6234298	2.4929109	-2.1086724	-6.5484166	7.2957883	1.3748041	1.902593	-5.019492	2.6643949	2.5585842
3029	16.11468	-3.4171002	-12.593408	-7.1491065	10.508578	2.9290688	-2.8254848	2.1267228	8.0952635	-6.5765224	1.1282694	-12.438304	1.2755307	-7.680883	0.15308924	-3.0277011	-2.5672705	-0.13168518	-6.6112804	2.1211994	0.30949616	0.5529697	-2.1601346
3082	14.388038	-4.5004163	-10.67963	-10.439192	9.426689	-3.111257	6.2346435	1.9289957	-0.42453438	0.088587604	-1.6712325	2.9165866	1.2808928	-0.32014883	-5.526306	11.0743265	-14.017241	5.8074527	-2.7638	1.1790229	3.077995	-0.31172308	-0.91968
3092	12.930088	-5.236581	-13.316743	-6.908038	11.143159	2.1316924	-5.446041	4.5676126	15.21999	-14.510204	1.6822238	-24.997387	0.72863525	-11.820504	-1.0237145	-6.4239054	7.9843946	1.3353622	2.4080997	-8.0373	2.2993345	-2.216226	3.311706
3103	15.708204	-6.8113976	-15.488716	-12.694508	17.437029	-1.7395625	8.492405	1.2652189	-2.9205143	5.2673793	0.8510298	3.2907872	-2.5098383	1.7114024	-4.3069	-7.6157947	8.966539	1.0589054	8.931991	0.17661342	-4.0188303	-1.3409183	0.31076312
P13	-35.486862	-2.8209069	0.47994658	0.4310192	0.13721421	2.33029	-0.24183759	2.398719	-3.01991	-2.9640152	2.0783224	3.664317	4.5973887	-3.8401399	0.4110621	10.0173	13.222123	8.237313	-9.588532	5.42577	-6.957878	-4.0690084	1.2478459
P22	-50.74233	-20.59095	1.4548975	-2.8742669	-3.08103	14.366147	3.9144344	19.467789	-11.084234	0.5282845	-1.3529786	-0.92659724	29.249474	-3.5958192	3.6894102	-9.949691	-8.209281	-0.83322465	4.690481	-3.2307465	3.5482042	0.44551727	-1.3673158
P37	14.612462	-2.213112	2.4287398	2.9592998	-3.8692687	6.9109874	-13.64953	-8.171678	-13.03065	17.015364	19.339886	-5.813478	-4.606053	-3.5273907	1.196899	-5.4320607	-2.0829144	18.567026	6.76794	-4.371262	7.1190834	-5.1303773	8.802795
P621	-8.614613	8.426651	-16.957998	42.983215	0.56367284	-9.606122	16.873981	-3.7446299	4.431082	18.17576	-8.88283	-18.368073	7.9654307	14.661211	0.26676393	1.2936777	2.899404	1.5088108	-1.6696551	-0.6202203	0.315576	0.5885922	-0.64763975
P633	8.595889	5.831107	0.55422145	-7.1882353	-19.162462	-3.8146756	3.1533172	3.0995252	9.9304085	2.8306968	-2.3874545	4.950728	1.49416	-0.6265813	1.8481055	-1.7996422	-2.130354	5.8416452	-1.1426853	-4.4845433	-4.4492693	0.44024584	-0.786252
P645	14.809619	-2.144846	2.7341366	-1.3752079	-4.359932	3.2970088	-7.6683273	-3.4362078	-1.4981059	14.150796	7.6707296	0.23205228	-1.7980657	-3.749016	2.414994	-5.636967	-2.673398	14.285406	3.9644458	1.3252232	3.1326518	-1.5734752	4.7902455
P657	-37.84635	-4.6286654	0.68444306	0.75155175	0.60518736	1.0707649	-0.574066	5.5558515	-4.1463895	-3.7693908	2.5189223	4.4062033	4.933686	-4.3702755	1.392694	14.542545	17.10916	13.112015	-10.440104	4.8064284	-8.123428	-8.516369	0.47678444
